,Unnamed: 0,strategy,label
928,928,Resource teacher from Lanodowne to add strategies for learning,0
1848,1848,Give consequences if he does not clean up,2
1196,1196,"He interacts with his brother and us on a daily basis.  He sees his grandparents a few times a month.  They live locally.  He sees his latest habilitation provider 4-5 times a week and he has weekly therapies as well.  At last count, he had 8.  One of these therapies includes therapeutic riding.  It's an activity that we pay out of pocket for and we started this past month.  He loves horses, LOVES horses!  He rides once a week and he learns a new skill each time.  At times, we use this as an incentive or we remind him that he has to ""be a good boy"" meaning that he needs to listen or attend to whomever it is that day, if he wants to ride his horse.  So far, it's working.",0
1736,1736,Letting her pick out which movie to watch. ,2
3088,3088,cannot think of name of it right now. ,4
463,463,"Currently we are combining music and motion, also using cuase and effect toys. He also is playing cause and effect games on the iPad",0
1599,1599,Go to see/introduce to broader range,1
323,323,allowing for free play time as opposed to screen time,0
3069,3069, concerning due to age and that the child is of average weight,4
2825,2825,I really feel for the both of you.,4
2049,2049,Helping him press the right buttons,3
2684,2684, putting my down saying we are in crisis now .,4
1316,1316,Setting a consistent time for bed,0
1581,1581,Include him in games with older sibling,1
298,298,having kid friendly foods/activities,0
1706,1706,adequate nap time provieded,1
2868,2868,they just prescribe ibuprofen and paracetamol.,4
374,374,"Choosing more intimate, less chaotic activities.",0
491,491,We watch a cartoon while we eat. I would like to limit that time as well. We are trying to cut screen time from one meal at a time. Right now we are working on dinnertime. ,0
1831,1831,gauge interest and continue or change activity,2
1628,1628,Encourage and place his hands appropriately to rip open gifts,1
453,453,Organized settings. ,0
121,121,Modeling,0
2657,2657,Thanx for your time and patience.,4
1542,1542,incentives to get them done (i.e. need to get dressed and wash hands to go to soccer practice),1
341,341,"Using equipment that will help her, such as a fork that works with her hands or training pants that are easy to pull up and down.",0
849,849,doing them with a friend,0
3056,3056,we still have some bad days but not as often,4
2215,2215,Same as page 1,4
1292,1292,Particiapte in activities designed for my child's age rather than those designed for children her brother's age,0
1035,1035,We bring extra equipment to keep the activities changing.,0
993,993,We have a really great music teacher that keeps our son engaged in the class.,0
773,773,organize events,0
2645,2645,"My oldest can still throw the worst fits anyone has ever seen,",4
2317,2317,therapists,4
3008,3008,I have stumbled across PANDAS!!,4
2682,2682,and she was an early talker.,4
577,577,Making it a routine so it's consistent and expected every day/night,0
1629,1629, comfort level with guests,1
2501,2501,that his body was fighting another infection ,4
1544,1544,Peer/sibling encouragement,1
472,472,parents being able to have more time off,0
1007,1007,"information on groups, classes",0
2558,2558,we are still having issues with constant colds and flus,4
2192,2192,Processes what he sees on television (i.e. such as a cartoon character being eaten by a shark). ,4
755,755,Gear our mutual activities around our child,0
414,414,Our son has not yet had a sleepover.  He's too young in our opinion.   Socialization other than with his family and therapists is a struggle.  We are opting to homeschool him this year and we are concerned as we know that he needs to be around typical kids his age.  We are looking into social groups and more opportunities for him to interact with same-aged peers.,0
827,827,When he does have friends over or goes to their house to play I try to encourage interaction between [name] and peers,0
450,450,Get him involved in something age appropriate,0
1762,1762,Set rules and expectations for daily tasks to be done,2
2390,2390,as she is still wet at night ,4
2451,2451,It does sound as though it could of been Kawasaki that was untreated.,4
966,966,Set up ways to make it easier for him.,0
1557,1557,I try to let him do it himself,1
254,254,"She claims she ""doesn't know how"" to pick up her toys, etc. so if I do it with her she does a good job. ",0
1332,1332,Having enough time,0
320,320,"Make steps in which he can do it, doing paralle to him",0
610,610,Prepping for the activity.,0
3018,3018,"is suffering from Toddler's Diarrheoa at the moment, ",4
2007,2007,"We use repetition.  We break down the steps.  We use the same language, same terms every time so that the child knows what the expectation is.",3
1947,1947,I continue to ask him questions and provide choice,2
550,550,Direct face to face communication,0
819,819,"Schedule board with visual images of the steps required to go to bed: toilet, sink, book, bed.",0
901,901,We use an hour glass timer to brush his teeth.  The timer is a 2 minute timer that he can watch the sand go through.,0
2634,2634,"and prescribed antibiotics, ",4
278,278,"Work with him all the time.  Have things ready for him to do, motivate him to join in. ",0
2059,2059,emotional regulation,3
556,556,sing the clean up song,0
1459,1459,Encourage to participate in a variety of different activities,1
999,999,Money and time to do the activities,0
2116,2116,Being in a foster home there isn't much gatherings but when there is she is involved.,4
1658,1658,He has started to show an interest in brushing his teeth. I would like hime to try to start on his own with some assistance.,1
1424,1424,"When my daughter eats really well I give her a lot of verbal praise. I also don't make a huge fuss if sometimes she doesn't eat as well, it just causes more of a struggle.",1
2381,2381,We had the same problem with our youngest Emily.,4
2950,2950,belittles everyone trying to make it seem like he is the best at everything including us (his parents),4
863,863,make chore list,0
2551,2551,when he was under 5,4
2973,2973,"But she is just so very thin, and is eating less and less",4
783,783,"The school has been more helpful this year about letting us know about activites outside of school, so we will be talking to his teachers and seeing which ones they think would be a great fit for [name].",0
20,20,Get a bigger apartment.,0
1230,1230,Staff who are interested & committed to helping [child name] succeed.,0
1174,1174,Having her sister show her and model it,0
125,125,We have a sensory bag that we play with as a family.,0
1273,1273,Keeping her with her cousins that are her age,0
2364,2364,before he was completly trained. ,4
871,871,Wheelchair access,0
1770,1770,getting treats for going potty in the toleit. ,2
1178,1178,enroll her in classes,0
460,460,Find and do more community activities,0
