,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Dataset,ID,strategy,broad activity ,setting ,label,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1825,1825,2205,2762,2762,3086,SNF Supp.,664,Shared meals. ,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1826,1826,2204,2761,2761,3085,SNF Supp.,664,Reinforce activities and therapies from services and sources given outside the home.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1827,1827,2197,2754,2754,3078,SNF Supp.,664,A variety of community activities.,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1828,1828,2200,2757,2757,3081,SNF Supp.,664,Feeding utensils appropriate to size of child.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1829,1829,41,64,64,64,PROSPECT,88,Letting him help me close the dishwasher ,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1830,1830,39,62,62,62,PROSPECT,88,Helping him press the right buttons,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1831,1831,44,67,67,67,PROSPECT,88,Playing with cars together and making car noises ,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1832,1832,42,65,65,65,PROSPECT,88,Looking at books together ,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1833,1833,40,63,63,63,PROSPECT,88,I let my son close the dish washer and press the buttons.,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1834,1834,46,69,69,69,PROSPECT,88,Talking to him about the action that we are doing. Trying to make it fun or seem like a game,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1835,1835,45,68,68,68,PROSPECT,88,Taking terns brushing his teeth. First it's my tern then he gets a tern. I also worked at finding a toothpaste he likes the flavor of. I will also brush my teeth while he takes his tern brushing his.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1836,1836,43,66,66,66,PROSPECT,88,Making a game out of putting cloths on,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1837,1837,2520,3077,3077,3401,SNF Supp.,791,Decrease social anxiety,neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1838,1838,2530,3087,3087,3411,SNF Supp.,791,Keep routine simple,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1839,1839,2512,3069,3069,3393,SNF Supp.,791,Change in weather,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1840,1840,2515,3072,3072,3396,SNF Supp.,791,Decrease meltdowns to be able to show the routine,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1841,1841,2514,3071,3071,3395,SNF Supp.,791,Controlling meltdowns,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1842,1842,2540,3097,3097,3421,SNF Supp.,791,Picture chart,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1843,1843,2535,3092,3092,3416,SNF Supp.,791,Medication,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1844,1844,2522,3079,3079,3403,SNF Supp.,791,Doing a little bit at a time,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1845,1845,2516,3073,3073,3397,SNF Supp.,791,Decrease screen time with other activities,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1846,1846,2524,3081,3081,3405,SNF Supp.,791,Find more resources,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1847,1847,2523,3080,3080,3404,SNF Supp.,791,"Due to weather conditions, it's been difficult to be outside in the community",educational activity,daycare/preschool,4.0,,,,,,,,,,,,,,,,,,,,
1848,1848,2518,3075,3075,3399,SNF Supp.,791,Decrease sensory overload,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1849,1849,2525,3082,3082,3406,SNF Supp.,791,"For sleep, he uses melatonin",basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1850,1850,2526,3083,3083,3407,SNF Supp.,791,Hand over hand helping,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1851,1851,2531,3088,3088,3412,SNF Supp.,791,Keep things simple,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1852,1852,2539,3096,3096,3420,SNF Supp.,791,More opportunities,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1853,1853,2517,3074,3074,3398,SNF Supp.,791,Decrease sensory issues,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1854,1854,2527,3084,3084,3408,SNF Supp.,791,Have more guided/ planned activities,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1855,1855,2533,3090,3090,3414,SNF Supp.,791,Lots of planned activities,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1856,1856,2513,3070,3070,3394,SNF Supp.,791,Change in weather conditions- too hot to be outside,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1857,1857,2546,3103,3103,3427,SNF Supp.,791,Usually participates in these activities at school,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1858,1858,2534,3091,3091,3415,SNF Supp.,791,Make a clear routine,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1859,1859,2544,3101,3101,3425,SNF Supp.,791,Spend more one on one time,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1860,1860,2543,3100,3100,3424,SNF Supp.,791,Sensory breaks,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1861,1861,2541,3098,3098,3422,SNF Supp.,791,Picture chart was used before,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1862,1862,2538,3095,3095,3419,SNF Supp.,791,More free programs for those that are sensory sensitive,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1863,1863,2537,3094,3094,3418,SNF Supp.,791,Meds to decrease social anxiety,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1864,1864,2542,3099,3099,3423,SNF Supp.,791,Planned activities,educational activity,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1865,1865,2521,3078,3078,3402,SNF Supp.,791,Decrease social anxiety and sensory overload,community sponsored,community,1.0,,,,,,,,,,,,,,,,,,,,
1866,1866,2529,3086,3086,3410,SNF Supp.,791,Keep in constant contact with teachers and therapists,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1867,1867,2528,3085,3085,3409,SNF Supp.,791,Help social anxiety,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
1868,1868,2545,3102,3102,3426,SNF Supp.,791,Use of sensory equipment like compression vest,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1869,1869,1349,1906,1906,2230,SNF Supp.,278,Find more kid friendly activities,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1870,1870,1345,1902,1902,2226,SNF Supp.,278,Don't clean up for him,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1871,1871,1366,1923,1923,2247,SNF Supp.,278,Make sure providers know he has a hearing loss,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1872,1872,1367,1924,1924,2248,SNF Supp.,278,Make sure setting is appropriate for his needs,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1873,1873,1355,1912,1912,2236,SNF Supp.,278,Having him willingly get in the bath tub,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1874,1874,1369,1926,1926,2250,SNF Supp.,278,Set time each day for art,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1875,1875,1346,1903,1903,2227,SNF Supp.,278,encourage participation,classes and groups,community,1.0,,,,,,,,,,,,,,,,,,,,
1876,1876,1348,1905,1905,2229,SNF Supp.,278,Expose him to more mediums,play,home,1.0,,,,,,,,,,,,,,,,,,,,
1877,1877,1350,1907,1907,2231,SNF Supp.,278,gauge interest and continue or change activity,classes and groups,community,2.0,,,,,,,,,,,,,,,,,,,,
1878,1878,1352,1909,1909,2233,SNF Supp.,278,Get out more!,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1879,1879,1359,1916,1916,2240,SNF Supp.,278,keep house quite so background noise is not a problem,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1880,1880,1354,1911,1911,2235,SNF Supp.,278,Give him more opportunity to do it himself,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1881,1881,1363,1920,1920,2244,SNF Supp.,278,Make sure he has hearing aids in,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1882,1882,1357,1914,1914,2238,SNF Supp.,278,Host events outside of naptime,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1883,1883,1362,1919,1919,2243,SNF Supp.,278,Make sure background noise is at a minimum,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1884,1884,1370,1927,1927,2251,SNF Supp.,278,Take trash to can when has trash in hand,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1885,1885,1360,1917,1917,2241,SNF Supp.,278,KNow what goes in compost and what is trash...so Oregon!,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1886,1886,1343,1900,1900,2224,SNF Supp.,278,Clean up when I sing the clean up song,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1887,1887,1361,1918,1918,2242,SNF Supp.,278,make eye contact,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1888,1888,1344,1901,1901,2225,SNF Supp.,278,Display his art,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1889,1889,1347,1904,1904,2228,SNF Supp.,278,Explain the step to him so he can do it himself,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1890,1890,1356,1913,1913,2237,SNF Supp.,278,Help him be the one that clean up,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1891,1891,1342,1899,1899,2223,SNF Supp.,278,Ask him to wash his hands with my help,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1892,1892,1351,1908,1908,2232,SNF Supp.,278,Get him involved in something age appropriate,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1893,1893,1371,1928,1928,2252,SNF Supp.,278,Willingly get his face washed with a washcloth,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1894,1894,1364,1921,1921,2245,SNF Supp.,278,Make sure he is wearing hearing aids,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1895,1895,1353,1910,1910,2234,SNF Supp.,278,Give consequences if he does not clean up,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1896,1896,1365,1922,1922,2246,SNF Supp.,278,Make sure he is wearing his hearing aids,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1897,1897,1368,1925,1925,2249,SNF Supp.,278,"Not be so quick to jump in to help, let him struggle and try to figure it out himself.",basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1898,1898,1358,1915,1915,2239,SNF Supp.,278,Include him in games with older sibling,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1899,1899,247,468,468,698,WC Baseline ,02-016,Including ourselves to make things seem appealing,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1900,1900,747,1304,1304,1628,WC 6m,02-016,Remove distractions,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1901,1901,248,469,469,699,WC Baseline ,02-016,Making things are accessable for x,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1902,1902,746,1303,1303,1627,WC 6m,02-016,Find things she enjoys,home,home,2.0,,,,,,,,,,,,,,,,,,,,
1903,1903,1968,2525,2525,2849,SNF Supp.,543,Explain to her what they are doing,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1904,1904,1978,2535,2535,2859,SNF Supp.,543,Modeling correct and expected behavior,community sponsored,community,2.0,,,,,,,,,,,,,,,,,,,,
1905,1905,1986,2543,2543,2867,SNF Supp.,543,We keep going out so she knows the expected norms of participation and each time we go out she participates a little bit more,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1906,1906,1976,2533,2533,2857,SNF Supp.,543,Model,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1907,1907,1988,2545,2545,2869,SNF Supp.,543,We let her do what she wants and encourage her to try new activities if she wants to,recreational,community,2.0,,,,,,,,,,,,,,,,,,,,
1908,1908,1980,2537,2537,2861,SNF Supp.,543,Repeated participation in celebrations,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1909,1909,1973,2530,2530,2854,SNF Supp.,543,I let her play with what she finds however she wants to play with it,play,home,1.0,,,,,,,,,,,,,,,,,,,,
1910,1910,1990,2547,2547,2871,SNF Supp.,543,We put her in classes with kids that have no delays so she can try to advance what skills she has,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1911,1911,1966,2523,2523,2847,SNF Supp.,543,Describing to her what we are doing and why,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1912,1912,1989,2546,2546,2870,SNF Supp.,543,We let her participate in the celebration,social ,home,1.0,,,,,,,,,,,,,,,,,,,,
1913,1913,1987,2544,2544,2868,SNF Supp.,543,We keep taking her out so she knows the type of behavior that is expected,neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1914,1914,1977,2534,2534,2858,SNF Supp.,543,Modeling,recreational,community,0.0,,,,,,,,,,,,,,,,,,,,
1915,1915,1970,2527,2527,2851,SNF Supp.,543,Having enough time,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1916,1916,1983,2540,2540,2864,SNF Supp.,543,Showing her what I want done,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1917,1917,1967,2524,2524,2848,SNF Supp.,543,Encourage her to try.,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1918,1918,1985,2542,2542,2866,SNF Supp.,543,Using repetition... the same task over and over again,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1919,1919,1971,2528,2528,2852,SNF Supp.,543,Having family members assist,community,community,3.0,,,,,,,,,,,,,,,,,,,,
1920,1920,1965,2522,2522,2846,SNF Supp.,543,Demonstrating to her what I want her to be able to do,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1921,1921,1981,2538,2538,2862,SNF Supp.,543,Repeating the activity ,recreational,community,3.0,,,,,,,,,,,,,,,,,,,,
1922,1922,1982,2539,2539,2863,SNF Supp.,543,Repetition,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1923,1923,1964,2521,2521,2845,SNF Supp.,543,Demonstrating the desired behavior,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1924,1924,1975,2532,2532,2856,SNF Supp.,543,Keeping her with her cousins that are her age,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1925,1925,1984,2541,2541,2865,SNF Supp.,543,Talking it through,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1926,1926,1974,2531,2531,2855,SNF Supp.,543,Include my daughter in their activities,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1927,1927,1969,2526,2526,2850,SNF Supp.,543,Giving choices,basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1928,1928,1979,2536,2536,2860,SNF Supp.,543,Modeling correct behavior,neighborhood outings,community,2.0,,,,,,,,,,,,,,,,,,,,
1929,1929,1972,2529,2529,2853,SNF Supp.,543,Having her observe yhe desired behavior,classes and groups,community,2.0,,,,,,,,,,,,,,,,,,,,
1930,1930,49,72,72,72,PROSPECT,92,Making it fun for her. I purchased a mini vacuum that she uses when I vacuum. She really enjoys it. And likes that she is helping. I also allow her to throw clothes into the washer and dryer. ,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1931,1931,50,73,73,73,PROSPECT,92,Making sure the environment is comfortable. She is new to having house guest stay over or vice versa. ,social,home,0.0,,,,,,,,,,,,,,,,,,,,
1932,1932,52,75,75,75,PROSPECT,92,We haven't been to any community events. ,community,community,4.0,,,,,,,,,,,,,,,,,,,,
1933,1933,48,71,71,71,PROSPECT,92,Introducing her to new faces and age groups.,social,home,0.0,,,,,,,,,,,,,,,,,,,,
1934,1934,47,70,70,70,PROSPECT,92,I praise her for building blocks very high or succeeding at completing a puzzle correctly. ,play,home,1.0,,,,,,,,,,,,,,,,,,,,
1936,1936,160,329,329,475,WC Baseline ,01-076,Potty training,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1937,1937,161,330,330,476,WC Baseline ,01-076,Teaching him how to put on his own clothes,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1938,1938,159,316,316,462,WC Baseline ,01-076,Making tidying up a game,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1939,1939,156,313,313,459,WC Baseline ,01-076,Communicate with daycare teachers for feedback on development and any issues,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1940,1940,158,315,315,461,WC Baseline ,01-076,Have him help with gift wrapping and other holiday traditions,social,home,2.0,,,,,,,,,,,,,,,,,,,,
1941,1941,157,314,314,460,WC Baseline ,01-076,Have a schedule of planned activities prepared ahead of time,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1942,1942,154,311,311,457,WC Baseline ,01-076,Attend events organized by daycare,daycare/preschool,daycare/preschool,0.0,,,,,,,,,,,,,,,,,,,,
1943,1943,155,312,312,458,WC Baseline ,01-076,Change toys + activities to improve skills,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1944,1944,162,331,331,477,WC Baseline ,01-076,Use play to teach new skills,home,home,3.0,,,,,,,,,,,,,,,,,,,,
1945,1945,1212,1769,1769,2093,SNF Supp.,156,"Help identify foods as we shop, such as pointing out the bananas ",neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1946,1946,1217,1774,1774,2098,SNF Supp.,156,"My husband (child's father) spends the evening with him, does the bath and bed routine, encourages his participation in getting ready for bed",home,home,1.0,,,,,,,,,,,,,,,,,,,,
1947,1947,1218,1775,1775,2099,SNF Supp.,156,"Not run off in the store, stay closer to me without me having to physically hold his hand the entire time ",neighborhood outings,community,0.0,,,,,,,,,,,,,,,,,,,,
1948,1948,1215,1772,1772,2096,SNF Supp.,156,More constant play groups (same people),community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1949,1949,1211,1768,1768,2092,SNF Supp.,156,Help find items on store shelves,neighborhood outings,community,1.0,,,,,,,,,,,,,,,,,,,,
1950,1950,1216,1773,1773,2097,SNF Supp.,156,More frequent play groups ,community sponsored,community,0.0,,,,,,,,,,,,,,,,,,,,
1951,1951,1205,1762,1762,2086,SNF Supp.,156,Choosing the books to read prior to nap and bedtime.,basic care routine,home,1.0,,,,,,,,,,,,,,,,,,,,
1952,1952,1210,1767,1767,2091,SNF Supp.,156,He helps me with chores...when I clean I give him his own towel and water bottle to pretend clean with,home,home,1.0,,,,,,,,,,,,,,,,,,,,
1953,1953,1221,1778,1778,2102,SNF Supp.,156,Utilizing local resources and all of the fantastic kids events in our metro area ,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1954,1954,1206,1763,1763,2087,SNF Supp.,156,Continued classes and play groups,community,community,0.0,,,,,,,,,,,,,,,,,,,,
1955,1955,1222,1779,1779,2103,SNF Supp.,156,"We bake something together weekly, such as a cake. I let him crack eggs and measure ingredients",home,home,0.0,,,,,,,,,,,,,,,,,,,,
1956,1956,1208,1765,1765,2089,SNF Supp.,156,Giving him more opportunities to assist with making meals instead of encouraging him to play outside of the kitchen during meal prep,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1957,1957,1213,1770,1770,2094,SNF Supp.,156,Letting him do the scooping/pouring of pet food daily,chore,home,1.0,,,,,,,,,,,,,,,,,,,,
1958,1958,1214,1771,1771,2095,SNF Supp.,156,"Making choices about what to eat and following through (waffle or eggs for breakfast, etc)",basic care routine,home,2.0,,,,,,,,,,,,,,,,,,,,
1959,1959,1209,1766,1766,2090,SNF Supp.,156,Having child move his dirty laundry from his hamper to the washer,chore,home,2.0,,,,,,,,,,,,,,,,,,,,
1960,1960,1207,1764,1764,2088,SNF Supp.,156,Dressing self- less help from mommy when putting on shirts/shorts. Participating to choosing clothes...he usually won't tell me a preference between two articles of clothing.,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
1961,1961,1219,1776,1776,2100,SNF Supp.,156,Participate with the group more at gym class,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1962,1962,1220,1777,1777,2101,SNF Supp.,156,Pay attention and focus when at a music or art class instead of running around like crazy,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1963,1963,1267,1824,1824,2148,SNF Supp.,179,We live in a budget and have no opportunity to take a vacation but we plan to in the near future.,recreational,community,4.0,,,,,,,,,,,,,,,,,,,,
1964,1964,1254,1811,1811,2135,SNF Supp.,179,Ask daycare giver to do activities.,play,home,0.0,,,,,,,,,,,,,,,,,,,,
1965,1965,1259,1816,1816,2140,SNF Supp.,179,He is still very young and these are things we will want him to do and introduce as they become age appropriate.,chore,home,4.0,,,,,,,,,,,,,,,,,,,,
1966,1966,1252,1809,1809,2133,SNF Supp.,179,Accepting invitations to peers social gatherings. It can be difficult with busy schedules.  ,social ,home,0.0,,,,,,,,,,,,,,,,,,,,
1967,1967,1269,1826,1826,2150,SNF Supp.,179,"We try to make him part of the community as time allows, we plan to do more as he gets older and time permits.",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1968,1968,1255,1812,1812,2136,SNF Supp.,179,At some point introduce him to music classes. He is in a swim class and will continue to take him as he enjoys it very much.,classes and groups,community,0.0,,,,,,,,,,,,,,,,,,,,
1969,1969,1260,1817,1817,2141,SNF Supp.,179,Introduce new activities that are age appropriate.,basic care routine,home,0.0,,,,,,,,,,,,,,,,,,,,
1970,1970,1266,1823,1823,2147,SNF Supp.,179,We have him in a routine when appropriate such as sleep routine.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1971,1971,1265,1822,1822,2146,SNF Supp.,179,Seek assistance.,chore,home,0.0,,,,,,,,,,,,,,,,,,,,
1972,1972,1263,1820,1820,2144,SNF Supp.,179,Practice and practice works well with him.,chore,home,3.0,,,,,,,,,,,,,,,,,,,,
1973,1973,1268,1825,1825,2149,SNF Supp.,179,We practice various exercises with him every day even if it means just a few minutes a day.,home,home,0.0,,,,,,,,,,,,,,,,,,,,
1974,1974,1256,1813,1813,2137,SNF Supp.,179,"Balance work, play, and family time.",community,community,0.0,,,,,,,,,,,,,,,,,,,,
1975,1975,1262,1819,1819,2143,SNF Supp.,179,Practice and ask for assistance form therapists,basic care routine,home,3.0,,,,,,,,,,,,,,,,,,,,
