,Unnamed: 0,ID,Entries,Forum,Forum size (# of posts),Age of Child,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,label,strategy
2258,2258,3173,I'm wondering if your family is American? ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,I'm wondering if your family is American? 
2259,2259,3173,(We don't have elementary teachers in the UK!) ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,(We don't have elementary teachers in the UK!) 
2260,2260,3173,APD is often confused with ADHD ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,APD is often confused with ADHD 
2261,2261,3173,"and other learning difficulties, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"and other learning difficulties, "
2262,2262,3173,and can be hard to diagnose,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and can be hard to diagnose
2263,2263,3173, before the age of seven.,,,5,,,,,,,,,,,,,,,,,,,,,,,4, before the age of seven.
2264,2264,3174,Hi there.  I am wondering ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Hi there.  I am wondering 
2265,2265,3174,if there are any associaltions ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,if there are any associaltions 
2266,2266,3174,with high functioning autism spectrum disorder ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,with high functioning autism spectrum disorder 
2267,2267,3174,(previously known as Aspegergers Syndrome)?  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,(previously known as Aspegergers Syndrome)?  
2268,2268,3174,children on the autism spectrum disorder ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,children on the autism spectrum disorder 
2269,2269,3174,and some of the characteristics you are talking about,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and some of the characteristics you are talking about
2270,2270,3174, are very consistent with this.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, are very consistent with this.  
2271,2271,3174,"E.g., she struggles with change, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"E.g., she struggles with change, "
2272,2272,3174,rejecting 'new' people. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,rejecting 'new' people. 
2273,2273,3174,Also based on my experience ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Also based on my experience 
2274,2274,3174,it is common for a person ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,it is common for a person 
2275,2275,3174,wiht a high functioning ASD ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,wiht a high functioning ASD 
2276,2276,3174,to  have what we call an 'uneven profile' ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,to  have what we call an 'uneven profile' 
2277,2277,3174,wiht their Intellectual Profile.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,wiht their Intellectual Profile.  
2278,2278,3174,That is  the child may appear very intelligent ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,That is  the child may appear very intelligent 
2279,2279,3174,yet has some obvious weaknesses with certain areas,,,5,,,,,,,,,,,,,,,,,,,,,,,4,yet has some obvious weaknesses with certain areas
2280,2280,3174,"(often in processing, organisation, sequencing, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"(often in processing, organisation, sequencing, "
2281,2281,3174,"receptive & expressive communication, social skills).",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"receptive & expressive communication, social skills)."
2282,2282,3174, It is aslo common for a person wiht ASD ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, It is aslo common for a person wiht ASD 
2283,2283,3174,can struggle when change,,,5,,,,,,,,,,,,,,,,,,,,,,,4,can struggle when change
2284,2284,3174, Im not sure if your granddaughter has all of those arees ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, Im not sure if your granddaughter has all of those arees 
2285,2285,3174,but just felt to mention for you ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,but just felt to mention for you 
2286,2286,3174,"Ultimatley from a behavioural perspective, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"Ultimatley from a behavioural perspective, "
2287,2287,3174,the key is to ensure that without a doubt ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,the key is to ensure that without a doubt 
2288,2288,3174,and that reason is always the persons way of expressing ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and that reason is always the persons way of expressing 
2289,2289,3174,they are struggling wiht something that is happening.  ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,they are struggling wiht something that is happening.  
2290,2290,3175,Hi [name]: My Grandson had outbursts ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Hi [name]: My Grandson had outbursts 
2291,2291,3175,"for years starting at age 5, ",,,5,,,,,,,,,,,,,,,,,,,,,,,4,"for years starting at age 5, "
2292,2292,3175, my daughter was told he does not process info,,,5,,,,,,,,,,,,,,,,,,,,,,,4, my daughter was told he does not process info
2293,2293,3175, like most other children. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, like most other children. 
2294,2294,3175,Denying him anything ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Denying him anything 
2295,2295,3175,turned into a world war. ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,turned into a world war. 
2296,2296,3175,Once diagnosed and treated ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,Once diagnosed and treated 
2297,2297,3175,he is now very calm ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,he is now very calm 
2298,2298,3175,no longer has tantrums as before.,,,5,,,,,,,,,,,,,,,,,,,,,,,4,no longer has tantrums as before.
2299,2299,3175, very mild medication ,,,5,,,,,,,,,,,,,,,,,,,,,,,4, very mild medication 
2300,2300,3175,and only on it during the school year ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,and only on it during the school year 
2301,2301,3176,my grandbaby who is four ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,my grandbaby who is four 
2302,2302,3176,is exactly the same in nursery as at home ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,is exactly the same in nursery as at home 
2303,2303,3176,having said that ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,having said that 
2304,2304,3176,she has always had bad constipation ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,she has always had bad constipation 
2305,2305,3176,since a baby,,,4,,,,,,,,,,,,,,,,,,,,,,,4,since a baby
2306,2306,3176,you truly can see the fear of food in her eyes ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,you truly can see the fear of food in her eyes 
2307,2307,3176,even cake and jellys ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,even cake and jellys 
2308,2308,3176,and such its so crazy ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,and such its so crazy 
2309,2309,3176,and we are 3 years on now ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,and we are 3 years on now 
2310,2310,3176,how she manages is beyond me ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,how she manages is beyond me 
2311,2311,3176,as my two would eat anything ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,as my two would eat anything 
2312,2312,3176,the youngest her dad would not eat veg ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,the youngest her dad would not eat veg 
2313,2313,3176,but as he got older ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,but as he got older 
2314,2314,3176,he ate all types of veg and wierd stuff ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,he ate all types of veg and wierd stuff 
2315,2315,3176,as does my eldest ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,as does my eldest 
2316,2316,3176,i want to cry sometimes ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,i want to cry sometimes 
2317,2317,3176,when i see her so afraid of the one thing that keeps her alive ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,when i see her so afraid of the one thing that keeps her alive 
2318,2318,3176,but she is always full of energy how??????,,,4,,,,,,,,,,,,,,,,,,,,,,,4,but she is always full of energy how??????
2319,2319,3176,thats another thing about eating ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,thats another thing about eating 
2320,2320,3176,"i will eat soup and nothing but soup for weeks,",,,4,,,,,,,,,,,,,,,,,,,,,,,4,"i will eat soup and nothing but soup for weeks,"
2321,2321,3176,nothing with it ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,nothing with it 
2322,2322,3176,just the item i want ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,just the item i want 
2323,2323,3176,it makes my brother crazy,,,4,,,,,,,,,,,,,,,,,,,,,,,4,it makes my brother crazy
2324,2324,3176,i have gone fifteen days without food ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,i have gone fifteen days without food 
2325,2325,3176,when in a hospital ward ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,when in a hospital ward 
2326,2326,3176,just vitamin drinks and tea ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,just vitamin drinks and tea 
2327,2327,3176,they warned me several times ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,they warned me several times 
2328,2328,3176,i would be force fed on a drip,,,4,,,,,,,,,,,,,,,,,,,,,,,4,i would be force fed on a drip
2329,2329,3176, even that did not phase me ,,,4,,,,,,,,,,,,,,,,,,,,,,,4, even that did not phase me 
2330,2330,3176,as i just could not eat ,,,4,,,,,,,,,,,,,,,,,,,,,,,4,as i just could not eat 
2331,2331,3176,in front of anyone strange ???,,,4,,,,,,,,,,,,,,,,,,,,,,,4,in front of anyone strange ???
2332,2332,3177,a friend of mine ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,a friend of mine 
2333,2333,3177,had the same situation ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,had the same situation 
2334,2334,3177,with her 5 year old ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,with her 5 year old 
2335,2335,3177,a few years ago ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,a few years ago 
2336,2336,3177,he told her not to worry about it ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,he told her not to worry about it 
2337,2337,3177,he was getting enough nutrotin ,,,5,,,,,,,,,,,,,,,,,,,,,,,4,he was getting enough nutrotin 
2338,2338,3178,My son turned 6 week a go. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,My son turned 6 week a go. 
2339,2339,3178,Around 9 months before ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Around 9 months before 
2340,2340,3178,we noticed he get unwell ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,we noticed he get unwell 
2341,2341,3178,and then temperature above 102F ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and then temperature above 102F 
2342,2342,3178,"and would be unwell for atleast week or so, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"and would be unwell for atleast week or so, "
2343,2343,3178,and we as parents thought of this as children catch ilness from school ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and we as parents thought of this as children catch ilness from school 
2344,2344,3178,"with cough, blocked nose. ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"with cough, blocked nose. "
2345,2345,3178,He was getting unwell with temperature ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,He was getting unwell with temperature 
2346,2346,3178,atleast once or twice a month. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,atleast once or twice a month. 
2347,2347,3178,as usual asked us to give calpol. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,as usual asked us to give calpol. 
2348,2348,3178,Since just over a month ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Since just over a month 
2349,2349,3178,he started getting temperature ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he started getting temperature 
2350,2350,3178,atleast twice a day and everyday ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,atleast twice a day and everyday 
2351,2351,3178,and temperature would rise to 104F. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and temperature would rise to 104F. 
2352,2352,3178,during this time ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,during this time 
2353,2353,3178,again bloody CALPOL. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,again bloody CALPOL. 
2354,2354,3178,On 30 July due to high temp ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,On 30 July due to high temp 
2355,2355,3178, where he was admitted ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, where he was admitted 
2356,2356,3178,and they also noticed pikes of temp ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and they also noticed pikes of temp 
2357,2357,3178,between 101F and 103.8F. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,between 101F and 103.8F. 
2358,2358,3178,Hospital took few of basic blood tests ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Hospital took few of basic blood tests 
2359,2359,3178,and treated him with stongest anti-biotic ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and treated him with stongest anti-biotic 
2360,2360,3178,thru cannula for 4 days. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,thru cannula for 4 days. 
2361,2361,3178,he was fine on 4th day ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he was fine on 4th day 
2362,2362,3178,so hospital sent him  home ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,so hospital sent him  home 
2363,2363,3178,but next evening he came up with temp again. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,but next evening he came up with temp again. 
2364,2364,3178,was admitted again for 5 days ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,was admitted again for 5 days 
2365,2365,3178,and again took blood samples ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and again took blood samples 
2366,2366,3178,for further tests in depth. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,for further tests in depth. 
2367,2367,3178,The bottom of this is all ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,The bottom of this is all 
2368,2368,3178,the blood results came -ve ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,the blood results came -ve 
2369,2369,3178,but the thing is even hospital noticed ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,but the thing is even hospital noticed 
2370,2370,3178,and recorded his temp ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and recorded his temp 
2371,2371,3178,and dont know what is causing it. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and dont know what is causing it. 
2372,2372,3178, prescribed with 10 day course of Penicillin ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, prescribed with 10 day course of Penicillin 
2373,2373,3178,which he has almost completed it ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,which he has almost completed it 
2374,2374,3178,and has come up with temp again 102F ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and has come up with temp again 102F 
2375,2375,3178,right at this moments ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,right at this moments 
2376,2376,3178,We as parents are worried sick ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,We as parents are worried sick 
2377,2377,3178,he has lost weight too but not a lot. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he has lost weight too but not a lot. 
2378,2378,3178,there is no cough or vomating ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,there is no cough or vomating 
2379,2379,3178,but he does complain about pain in joints in knees and elbows.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,but he does complain about pain in joints in knees and elbows.
2380,2380,3179,"Oh, [name]! How horrible for you! ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"Oh, [name]! How horrible for you! "
2381,2381,3179,Kids do constantley catch all sorts from school.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Kids do constantley catch all sorts from school.
2382,2382,3179," But,  repeated fevers doesn't sound good. ",,,6,,,,,,,,,,,,,,,,,,,,,,,4," But,  repeated fevers doesn't sound good. "
2383,2383,3179,"His body is fighting off some infection, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"His body is fighting off some infection, "
2384,2384,3179,"but as yet, unidentified. ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"but as yet, unidentified. "
2385,2385,3179,more experienced with children's illness ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,more experienced with children's illness 
2386,2386,3179,and should be able to identify ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and should be able to identify 
2387,2387,3179,the underlying cause of your son's fever.,,,6,,,,,,,,,,,,,,,,,,,,,,,4,the underlying cause of your son's fever.
2388,2388,3180,Hello [name].  I am interested ,,,3,,,,,,,,,,,,,,,,,,,,,,,4,Hello [name].  I am interested 
2389,2389,3180,in the outcome of your 6 year old son.  ,,,3,,,,,,,,,,,,,,,,,,,,,,,4,in the outcome of your 6 year old son.  
2390,2390,3180,My son of three years ,,,3,,,,,,,,,,,,,,,,,,,,,,,4,My son of three years 
2391,2391,3180,has had a similar problem ,,,3,,,,,,,,,,,,,,,,,,,,,,,4,has had a similar problem 
2392,2392,3180,although his blood test results certainly were not normal.,,,3,,,,,,,,,,,,,,,,,,,,,,,4,although his blood test results certainly were not normal.
2393,2393,3180,Did they find out what was wrong?,,,3,,,,,,,,,,,,,,,,,,,,,,,4,Did they find out what was wrong?
2394,2394,3181,I have stumbled across PANDAS!!,,,6,,,,,,,,,,,,,,,,,,,,,,,4,I have stumbled across PANDAS!!
2395,2395,3181, I have a six year old son ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, I have a six year old son 
2396,2396,3181,when he is well ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,when he is well 
2397,2397,3181,is funny bright and caring. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,is funny bright and caring. 
2398,2398,3181,However when he is ill ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,However when he is ill 
2399,2399,3181,he morphs into a different child. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he morphs into a different child. 
2400,2400,3181,Each time this odd behaviour has started ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Each time this odd behaviour has started 
2401,2401,3181,it has been closely followed by infections ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,it has been closely followed by infections 
2402,2402,3181,such as urinary ear throat and chest. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,such as urinary ear throat and chest. 
2403,2403,3181,It has got to the point ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,It has got to the point 
2404,2404,3181,saying his behaviour is horrendous ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,saying his behaviour is horrendous 
2405,2405,3181,can you check for infection ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,can you check for infection 
2406,2406,3181,(he doesn't display any other symptoms ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,(he doesn't display any other symptoms 
2407,2407,3181,other than loss of appetite).... ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,other than loss of appetite).... 
2408,2408,3181,They roll their eyes at me...,,,6,,,,,,,,,,,,,,,,,,,,,,,4,They roll their eyes at me...
2409,2409,3181, Yet low and behold ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, Yet low and behold 
2410,2410,3181,he has an infection each time!!. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he has an infection each time!!. 
2411,2411,3181,The infections are becoming more frequent ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,The infections are becoming more frequent 
2412,2412,3181,for example in the last 5 weeks ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,for example in the last 5 weeks 
2413,2413,3181,he has had two urinary infections ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he has had two urinary infections 
2414,2414,3181,an ear infection and a throat infection. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,an ear infection and a throat infection. 
2415,2415,3181,Each time the behaviour lasts longer ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,Each time the behaviour lasts longer 
2416,2416,3181,and each time I am told this is normal??. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,and each time I am told this is normal??. 
2417,2417,3181,When I say behaviour this is what he does... ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,When I say behaviour this is what he does... 
2418,2418,3181,First his attitude changes ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,First his attitude changes 
2419,2419,3181,he speaks in a different tone of voice ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he speaks in a different tone of voice 
2420,2420,3181,"his facial expressions are different, ",,,6,,,,,,,,,,,,,,,,,,,,,,,4,"his facial expressions are different, "
2421,2421,3181,he has uncontrollable violent rages ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he has uncontrollable violent rages 
2422,2422,3181,he will attack me ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he will attack me 
2423,2423,3181,swear destroy the house run away ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,swear destroy the house run away 
2424,2424,3181,hit himself for no reason whatsoever ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,hit himself for no reason whatsoever 
2425,2425,3181,He weys himself day and night... ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,He weys himself day and night... 
2426,2426,3181,He is obsessed with dying ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,He is obsessed with dying 
2427,2427,3181,says he wants to die ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,says he wants to die 
2428,2428,3181,or wants me to die ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,or wants me to die 
2429,2429,3181,he says strange things. ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,he says strange things. 
2430,2430,3181,He does not sleep through the night ,,,6,,,,,,,,,,,,,,,,,,,,,,,4,He does not sleep through the night 
2431,2431,3181, is constantly wanting to be in my bed ... ,,,6,,,,,,,,,,,,,,,,,,,,,,,4, is constantly wanting to be in my bed ... 
